address,value_satoshi,last_height
bc1qrex3nc76sgj6jceh55cque3q3jcusm2c4p5c40,237043258559,9205
bc1qp5r3q4z3cn3s3n9ur0u6zsnazvh94t9anvadu9,40503182351,9205
bc1qpwrrzhsmzg6xyh5gfj5rxnrvnjmn5e89jerekk,251889221414,12403
bc1qqn93ux46t4wypd93pyvzzhedvc6w805rjav97g,2371462279,48422
bc1qcqe2chxsw3av69z7mf7p7cpzlz5fe29rhf2tlm,77452020610,48422
bc1qjea6ylk6fh9yueg2gjt6pfhqg2jp3ld0kagagc,622549418012,51251
bc1qz0e6f8lu3saxntztem0jx9pwvt938kl8e0nsxz,21001911434,51251
19bNaou54u2knsii59fU7goqpyBDZqqdju,57050231701,46784
bc1qldtaxcegz97a7y2tjxxyl2zz3knfg8y47nrywj,15511195262,5208
bc1qczw0ffsqs3ht8647dmkckmsdx6hc20hkkpqn7s,78943088100,48422
bc1q2khq6lyjxghgnxm0fz0ukhqzqysggeza9hn97v,78405312945,34861
bc1quasjfayrncweqkms3pld9qez3cfu0vchscp9p8,1381419567,46784
bc1qjqx0lgdgpsfh2fzwv4cskwzhpmj95ejltc594z,1025830026,46784
bc1q3u7sn6d4289fedwxfwqasg07lafqmmys9xvh3y,4812607198,46784
bc1qyesxmlmzc2lqfuyw6954v5a969ge57xkrjuqcx,1007263266,46784
bc1qyaq7892tg2u489z0kqw6nupsxmwx2dk7y5p6cs,8174170044,10420
bc1q3u78eqr9c5hk4h8q2hlp057hsdmunru2n9ln3l,72889025390,9205
bc1q4hxc09d6yhsnrfjmj0wu0mfc5xmpz7hg6yzajq,46620442838,1490
bc1qcg2xfl39cuta0lrqnjjqrs8ueazerym9rep8y2,67862821600,9205
bc1q6e2hskxpcn05qpdzdp96vva5jehte7z7ed4urs,34831571670,9205
bc1qepfydguhyacrmg9d9rum95nqyqp9kqhz5u7axq,33557175180,16597
bc1qf5au78ehh8rkt83nfvnxnpct9v5g8xzdk4xswt,25376131848,9205
bc1qgrm74ms5gx8y829damdx48ffp4gg7tad550rp7,422942194435,12403
bc1qcvhq7yxylk2pjqmtjfhw5s33ufhmkzv49zd57f,83837573655,9205
bc1qjse7ts704af44hd2vvk58vurl4s3uacht5h8ra,7334326460,16597
bc1qrn9jnhs9vzp4pl0m7spe2w38hwfhvgyz6u3fgw,13429026051,16597
bc1qjrlqnrpmc8kxp3hp9fnnpt7cagrx6pa602wkyn,1518894986,44583
bc1qd75r5w2xku9e3jxpn2799gtnys4lkq66kcz5ah,357104487,48422
bc1qs0uczn3atunp460ym4kh2a8mrhp4yzsdct8lz9,58729155890,2878
1JY5q4s4JNWiwUnbbZDr1tzYimzt3WPHrh,909007833374,43566
bc1q7e0zeulraazse5pk6avuuy9npymxgndzg7djsx,78423064715,9205
1JujsDtcoLgK98imsoGBT4iu1LHBkzrFNn,143500033330,36903
15h2YNpqxUMBNBCiNUsgY1yknbBHUnNK7y,569496552673,37938
bc1qhpvszmhwnf4ewcfqh05fj505j5r4nc2j68aztl,987017452,46784
bc1qyz0hs79rqqumademqhtgsas2f6ul9af53smj0v,625468471752,9318
bc1q9vyfcqasyeq3rvy8u83yauaxtmuc8ywxpnw5pt,141659532,45355
bc1qp5tkh05u4nu0e96qhm8semhgw36je2a64njxsd,7580691556,46784
bc1qawxzqkcn9365kef6j9r5505jklm76gdrgwdh45,8250288391,35745
bc1qftw0dznljg4dj203s2dnajs66pzd74n9vvaqut,10334986693,35040
bc1qnw6e8v3avxdsp0503pvgsurh9tr3u7v6jp9a62,976079577,46784
bc1qt0crg080wn5ltt7m0nd3c3x9q33ugxw4zgud65,984524472,46784
bc1qzpvtpa5m36wz0uvpaxyux84xtawc33vml538x9,1428869979,46784
1P1YzaP5VnFF4GwegSF6yS2rDRtWP5UMRv,48271567907,3779
bc1qkj5lqd4zsm96qrd968xmwxvc426gu4d3znzruh,243264368394,4228
171rLi6PpSYV6CwuwdawbSZJGujKg8HePR,95851021473,881
bc1qzfzs8jehrfjv8n0apz7vlm8ddqys8s8d9hvuhv,116887863713,3779
1HyP7PeoexmZsd2pCJc8gRGVzkWMnPVUDb,261089153730,3779
1K6sh9TugLHMojGxYzGGPz7qjrv9apkUvJ,146037086616,3779
1AtpG5HaczK93E5QxMPMR6f6WyFRMaYYrq,255084807683,12403
bc1q4y23zek4478p889xcnxv3wwpwzskstpwycr8ps,42021436397,3040
136CXK14tiMxp8CnM3JavLeCNE7Lw2RG1d,36007230212,273
bc1qt8pfdhzx884963f4ha4hltyy0wvmmu6728nrtz,80750067164,10512
bc1qwfv8uf2sqmqhssjtajj20p60fmn4g742k6a9cs,7090401011,9205
bc1qevf6adlkgcyzfnzjtkg84fvqnkrpw8d4zcp92g,57509116303,3040
bc1qcwhzs7cv3kgm9paph90px06kyt9x47satal7e9,114486311363,233
15mUrjZ2DpWu3Kft6ArZeAkZZdTkBD3o2L,2039271272,305
bc1q2urm63cv0u8fhjh3a36p3gcru4gakaw62f5aaq,204920452,45394
bc1qymasnmgjddmh8q5tg7lycank297nhpr2wfmhmx,156033532,45415
bc1qr97eyp0krtfxulxuhq8kyvk0cw92pyt7rguqdd,366148936,45576
bc1q4s34wfx6w38nfeyu3gzhs3cnwylxtezg2jvvtw,110525303317,38683
bc1qpkk7m43nw296v5sy9f8037eenudf5vwp62wf3r,57141579188,46399
bc1qchshluc06g34qgue2vxja4hcrrtsuc75suwkvv,287223754268,40296
1Dd61zymHDMXVmuHyF2tRtBfjbWdBoD7cF,31248512003,28493
bc1qndvc9he6k9l92de4dg7x9hav8mltrkjysmm9rr,433370075494,9232
1PsigeEqF8ccJeBheT1Mb4bWXQE7QvpSbN,2611486253285,52731
bc1qnsmq89v2ascdjx5rfcnsvt0sf4pmrndr2dcryf,1120741,52792
bc1qh3zq3ay38jdhrw5xzye0pr7c46yqflq05ps323,13176455131,21035
bc1qy7aaavps6gj3yxz2xqmp9jz7c87v2zlp7yksty,5488281,778
bc1qph8e2me6elafkfxwp908dx9al7fv4u5r3umqyg,259566137499,38683
bc1qz4hfxnqythgjzjm2f3824xskkhwrra8r9vtxc7,106179738249,38683
16C6g2vQz6HemHj3HYxNc3ftCRoNmg2H1x,26473970435,52372
bc1quc2ydt9qm2nwtxevx6rydnsw399wvaf7084r3f,219713298,46316
142cCnSK8Kvf1Unc35anb4L96mpTsNkDQm,30145173272,51931
1AyFPjgwSpk9QREKCdiVpDhKgE73YrQ2bG,44482183606,47870
bc1qyumsch4ct7d0p5n6mufcp36a5h2qglqy27e6wg,80052808,330
bc1qepsre8cmd3c0h4dhg9px56x949vh2x087uu0wa,2551286762,16830
14opA1wGfzFMtuP8osH6e8HaYEQrbHi9ex,4387588182,51330
bc1q4je5f6cqdv3nr7zhhnyg974rd4xaks2t0xyqlc,53375846102,3779
bc1q5q92rjukrx4uumy0znewhq59xqcm7f2mxdrau3,230826874,46266
1Hsx3qLHCooXxF8uKHAAqqFmeBUGWk8J5k,1630494415,50769
bc1qm75gfu4eystyvyguwplgd9k55gfcs2p5yjeh93,599847833,42467
bc1qfed2dnrjmzez6lcz7mnpgm625t40t9sd3yds6t,30404105,45859
bc1qytt255mhgymqzkw8n9ytv34z6nku7fffdzum5u,3497700252,273
1KHNEASpRcDJQe3zNffRHeLzbktoveTTAn,242501741,12567
bc1qntmupsd53wglqhsv3nj68xkgwyrrvl4q96lyk9,119950383470,17944
bc1qsg5ys3ncwlg7qq2xdxyy7wulrr8gqx3c9cjwfw,1116447,52452
bc1qgnj4wgexvf83dvxwegzv9l0ehqfdzqat826c4g,93419749446,17355
13XBT7KtiB6koFrbjQNi3zdcKpWwBHfMQF,10139191497,440
bc1qn6zd3j8pvqmc0vuxefhpr0wr45nqagzt9h9qpk,979664,52450
16E2thWUxT1W4pKQuJybMzn1x2gK2HtKN1,8415151561,12591
bc1qwun2m2628p07ddd34wz2c49n2524unl5x5mk2e,28197506561,12618
13q5TQ9WJeSHSeLjrNpgU7iUE1VWCUitXz,17009786,45776
bc1qh6ufyzlmhhpp8mucu0kqshpq6twjtv73ty2uuw,1605708209,166
1FU6PFF9UVquxTqUMTTD6FpxKzEVNyRvT9,5641150414,240
1tEDrixomURe4zgm26EGz4qX2vWXHNa45,5698267410,233
bc1ql69s0d92fw3k4vaarx4pw9nlc9x38z2jfmrdvk,192523366306,9318
bc1q4yusy7yvx23dq75d85ysqx89l8dmgmhjpmp9z6,1041484,52671
bc1qh8c6up7c287xtuc4wdea52cavfg4ketxy3zrdx,1111569,52793
bc1qxafykcukchu4xkurczfdawk4n4ww5z0wae2ax0,89035326,44385
bc1qd96u6mehhwec4ngcx7vsr7um34624cyrewre80,2814562,46080
bc1qtn3g7249hwskmktg5m2xkzwfa07gjjcvvzg6ay,8184199,48054
bc1qycqu2qdpjqt06099jzkjj3g9kcftupfkeh308c,83083113215,21581
bc1qv9u7u62sxlcmelm0zyuqt0ql8kl9w8rtfkseaj,2490460,12595
bc1q9mk6xh5e2cs9p0ysy9qvuqxaj4te5k3vne76am,31834133299,32823
bc1qah8ec8clsszp6ha2j93rth8r3w30saath95mn8,1042564,52603
bc1qzx8vyl08pcvmlplsxull5x579j7swefrsf0rj4,250000000,10824
bc1qvgq8slnha3j3d0nfk380065wql5aw6qxayhet0,61726032,23382
bc1qcedhsswck5cz0706fg82w3p483a48sayjwj3p4,1001713,52452
bc1q9rhys94e7q7a742y2cla6qpzga0890edfhleqj,1110594,52731
bc1qaga36hxfek7fz06953fykkhn4l9rnjq6xnsw5p,1808303,27250
bc1qhpm2cq67kaut9epmr9n0z84dnrzk2eezxxjd7r,1093684,52730
bc1qrf0d9gdsyt9hdstapnnzmcarnf8mfhvrvkftw4,1107332,52731
1D89z68JezyKHBRD6bzBRyYhhBadWcTSQw,3473567710,889
bc1q5dmhctdpzvdftnrvrtx2e0t2w3u909vujqdcvr,1111155,52731
bc1q50v4f4dlkpqlmt6styvfglyrpsa068c6kf9hkc,10894,17027
bc1qt8k5zwzy23pq6v7f9hg7482z2vdhdkaeu89h5s,1004748,52532
bc1qee8wqj585437xk0qhdkuhp4tu2xwhxwd3jejx5,1094726,52671
bc1q0w6quj375zmyl7xn3kya5l9e56nmjpgf0nvlel,1007131,52532
bc1qh3yplv0rardtyprqz478pe7gvz4vy8y8wdclsr,59731523,44385
bc1q3rl6pahjql5x2tqgx7ynmv4mfskyd2j9pkwnr3,1005187,52531
1PGSfcjRhfaqvx1NmBuHvDRmpp3Hr3KjC,6656889063,47963
1C6QbYR7rR1R3QUHQ1BJGHk1siu3qBTs3U,2322940367254,21653
bc1qetlprvdxrhnuxd8vdephpl5rcmld2jmkw5nl06,3783641,36368
bc1q8jk56vjwjkfa8g785d3rrnzyxuk7g74sxfaf29,1088348,52729
bc1ql5cjhuz8et4s3l80j90yk267fvnkucka27vdf8,1098592,52730
bc1q76v2mv6uyzs3376vq0gpfd2tnamvdhnafjavtq,980431,52450
bc1qtdn4ccgd0j5tfa2j3xpjgxsym268c6gtsqt8nz,40033823,23366
bc1qj84x3z6g64y84yrp4p664cszslsqrxzfp4f2hk,1121617,52792
bc1q2lk7c7hddejdpq8ucdt7vvzy426u7k20vsv5rm,1037323,52586
bc1qsgwa6pegpqf6xlkrlt68txfen9jyyant9aqxwt,1075297,23382
bc1qytj05pchj4kjgnz0l42u6dtqje8dd8qvegdtgz,1001033,52531
bc1qjncc82zhnsrp0a4kn6nugkgtwqwzavp60cjkr5,957406,52452
bc1qma8tlajcssvxe2jcq6k870rkc7dqcvgdjzcc0r,27987373,45859
bc1qk64luqexs8x035n3hv7setne34ympmaphk03a6,1054079,52603
bc1q4ylvcq7gnc5vgyxltmv0pdqfgectr7cpnztgqp,1821330,13021
bc1q36jqz4dw6wx042p8ldy7xvculqwly4qjjhqx4t,1001002,52531
166fTM6iEfEwEXhga5tbJgg4UhagTZ4S7N,3773760325,240
bc1qgljhh82ty2unwsv0t9yzpthk6asyzpwh6xepf2,311839773,269
bc1qk6wnmnfkmgcgzne3xvj6fxtme00uh4pqcmgklc,999637,52531
bc1qtml7w575g4uvr2h7ldmtjuyllsvenpk7h88kmf,1709014,51614
bc1qx5gas5sjrhtnr6h3m5f3zaw77ykrxm8j4gf6wj,36226899,52560
bc1qk3reu537m6vrsuteu6e66tmv8cx47gmeek4l8m,1113177,52452
bc1q5lqx2zw82tpj0rndffjznduzvy76xpxsnr5wdw,1196771,29138
bc1qdqrjev60s7rcqfpmvle63d95rg2p079ehta4kv,981217,52450
bc1qfv4ld6gx0yqf9tgwj6d902dza4h8zd3m9k92vn,1727566,12931
bc1q4mrujyqag2usg5qdrj4qetmk4ulxajmtued9rc,1081723,52729
bc1qyazpqjay3prga0cmznxpktadj0c6lqj5z306ln,969179,52452
bc1qhl6h2256uyfkquna9s0e8vx3th9hx65vswaytt,1100514,52730
bc1qavq3lxpdnt263sxc93vsjk9vegflg0h2vw36rp,965959,52452
bc1qcphs4t3tmndeekvje4azvsdua3hmqe7tyga2r0,1121543,52732
bc1q6zmeutjqy7v4vxp3ewxwsp9me5uth7032qwuvc,1101157,52730
bc1q4y20whp55096fud7sy5a4rjfgvgsm4rp8f9gvn,1040953,52587
bc1q02nna63w3pnkyfvw3zl70ps37nhg40ez2vghtf,2077289625,48467
bc1qljlsfumkud636kgzdne2q2rvlmjnkm3lxd4qdk,2172136,13021
bc1qtelhw9xe5cevqle4mvte58rdgf2sms89757e38,1089311,52670
bc1qrnsr2mxjkp8dlyhn5ap67yksl95j2ray9t6tl4,1001092,52531
bc1qu5q84rgv36m05gvds3nx9ch9t0dv4d8778zk8t,4983853,46078
bc1qddxqtesefg7c409kdax4hrrjw2q5lx54faklsd,957549,52452
bc1q9cufzun6w4desjz3ktv8jnurktwnjgq3vcefce,7754475,12845
bc1qqnuj58ha092flsht2x6djcqde7ephzruhejvfd,1120919,52792
bc1qdx659q44ztz63xqyasfsz8s90tl5gmnwvgja47,19937835,51693
bc1q9yeuq7jacztc7mzan7fwzzjrps3z9cpfh7jtqv,1102192,52671
bc1qsjwfme9d37l4z3gers4k6eajuhqdsmtjwf8gnu,16625871388,51482
129hML7nEJJwhnaCaT7qiYvoEHMvjHSdUb,95779760096,51482
bc1qyelyuf7cx3avaxsup69up8yc65c8ng557tr8mq,3374172617,46923
bc1q22kqsjd5gwgzx8ydvlekpntf0h2regxxyr5wlk,984777,52452
bc1q6h0hr7dgcful0j0vuc9n6vztwyrt2cn9zenpfu,1113633,52452
bc1qp5l4axum82frjlyxldxxpq4nt027qrzy7w36f8,999152,52531
bc1ql7cgw97uxhqnvlyf2dapucyy6uvu2njeaulqkm,2343605,48054
bc1qqp7m5chxlwqh6t2kc3yv7pj0e49qf9d3pmawlz,1104502,52671
bc1qgy0r5zqvxyr3up7dy0e8d6u2y93vfx8gycj7e8,2354248,13021
bc1qd5ud2jmt46vcrk2qcxx397y5dfmln40zkf8y03,1113875,52732
bc1q0zn5490hpmpf4jhxy4rghk7va6qjpvqc5u5a97,1090544,52729
1LC7fXxExdGnBUMCUoRsgsFhtkaNwj4KmC,11250000,47453
bc1qhde3ajyfym0q6wyw8qppkrvxk2sz2gfjyd35s5,1121557,52732
bc1q5slk2cgdzlv7lexuk3pats264qh2qdg2xpwh9n,1041254,52671
bc1qlrruu0yjraffps4dma7dm5ydtn25j8ktugdfxf,1075423,52729
bc1qhnw223p8wzzyqyf9wl02h0etw8fgctce6g28fw,965163,52452
bc1qlhsss9wkxjseyhpn83vap2jtr5xkjfrld3ksze,1000312,52531
bc1qz6ukd0x6vry42tw6a0pkyxws4v6rst8a0ccugr,1077348,52452
bc1q7dm6dccrlgl0z95xqf5r4uqj372wppgm0k0kc7,1002004,52531
bc1qq5mr7hz6ajt9zsqug93z6s2xu2zk95sam6c4dw,1118723,52792
bc1qpewa92wwx72pyx6a4te3w9mmpqeemrq9vj5y6q,1087859,52729
bc1qr8euks5pv5pg7rnaljdk27xsv7az0nxheqg2gu,1113719,52732
bc1qwvntmg6r23v6fr770hecug5xgkj9x33qusv4lj,1121545,52732
bc1q9d6hd96wnk4w7dj36muw4l772jlwp8eqeafzdj,1111378,52732
17mfYVqRukue8y2LWTgCvqYE8hVdboJ2Zj,600000000000,47554
bc1qtmpgze2egp870ur20hw7v4u7eg6mrqms3rya60,77914320,47554
bc1q635kpkq2jpdxlm2e39ej9nk3v58tpfupujue5a,1108130,52731
bc1qqcqwz7xufcjrsn2har5a6cemzm9fqzwrdvwzfd,1034556,52585
bc1q94f4jd2hxur4pqzlgk0aa4yx7d8fxwd57dcl3j,1105420,52792
bc1qtc6wm6gkggwmjm9mju0skpq8mck2jg56sgsx9a,1284156,52778
bc1qfe658daxaavks0gx2w3wwwspazxgkkfqfdnhkj,1006933,52671
bc1qkc4pzuhn68c6ul40a7trm70hg90m0t4n23erxn,1103119,29138
bc1qv54mkpyd9dg6hevwrx087rs62grqk06uh8qld8,984067,52452
bc1qukuft943evf9vntjkymr706hqcxm5j4kj6zqk5,1087740,52670
bc1qp64rq283camrafeg3py657l7s9gvlykcx05u3e,1001032,52452
bc1qutmg9t8fz8e280f42mqly970a2d3lze4qu8ueg,1121662,52732
bc1qvj7r00t8zgzy2l2c9g0xn5s9ucd7u4jzwqaxdd,1025505,52585
bc1q2nw082lj2m4l5zu2fx90kta7tg9v9zss67g6ev,1117537,52452
bc1q4pqx8das830avn6ukw4ptjtq2r23jn6wkg43kv,964594,52452
bc1qf06233vwhnmd6vetshh58yj8yvfthcx6x8g504,500812271,1153
bc1qwtyxvyqzv7x9fqmrlf0ev59c9egh0ctqaqlfeu,1052430,52671
bc1qwvv9z364763a9gu0k54t98e9psypllmzkvkth2,3500000000,10612
bc1qheryjydfa60rdvdr2vleh3m36ghpx20cx3d878,980666,52450
bc1q2tagw89r3272ltwsdum3yuk8zx2pwmqa6fju9v,1277,10233
bc1qkwyswqgzglehf90hr240td0y2prk35k2ytgvu3,1073176,23387
bc1qz5gy98xdf6mtxmpx4f7r5wunw07ek46x2qhma5,1119757,52792
bc1ql06g2shjtwwfegrx2q8753kc9w6f47h65ewclh,980401,52450
bc1qyygpkcqgczpxxa84jmn0c6jeuffpchvetxmfxg,1101128,52671
bc1qhpf5lz0a9827wajw055d6uahxlacte9m466rzv,1021178,52671
bc1qyrr7nz7la3g566puulpr8axlleu0tl94lrtfaz,1040068,52586
bc1qdzr2yfy8cun2v7r0948xsj05xnwc7aldq4gnp7,155707976,1542
bc1q5c4ha8ysa972qnm4ptztjhunxu66zcz4mk97jz,835271,52452
bc1qcqt4eck9c7fpp4hyrfxw79gp5hsgn2z9x553wf,1024560,52585
bc1q2v5l4cvk5rnr9dnfdtx7aahugtgxm92pln759r,1409131,17355
bc1qfx4zrqxfr4z7ftlgnf7yut46lqz6xjdfyucz8p,1082953,52670
bc1qvzkghr04708s2edhqvr7w7m2w5k5uj2he0uur8,967776,52452
bc1qjlmmhf5gqjts7uffvl39ptn84ae567vdqtckrr,1010679,52583
bc1qatj8rgguct9vfwwgk2ehl9cjc5xatn8vl0y3uh,17813440108,51492
bc1q8l2y3ws852xrr994p7pyfe8qy3xl8crgnq3yjk,1087670,52729
bc1q59umrpwm7smplat6y0ddde0ru60tljlvcru5aa,1075357,52603
bc1qz77t9vvsnkfdt3yfcuhkc8aay5vms7qnww2set,1107484,52731
bc1qxc2n53ya3cg4ge04j0wh7wd3z670uyd6rduu04,1114552,52732
bc1qwljld80s5fy0qzc9lcfltqjafp9ml4z77mwwg5,13962757,27205
bc1qspvlsvmw2pmhnmnukps3yegjex7ajdx8w9l9n6,980570,52450
bc1qvu257fe5zqnsmx9gda97c0tqkgstngsk0902s7,1004266,52532
bc1qd7z60u63x0w3jk30h7fj4tc5q7wu3zvlty0r0v,1098091,52730
bc1q8gtwv4h0aum4zmxu7fm0vl9nsjq3l3ycyjcgm4,1098718,52670
bc1q99hrhyv6px9hmsj95j39r86ycs6chvsmcfx7y4,999794,52531
bc1qxwj62zuz7q0ldqsyedzvhkrhrwvnapm6p9yxka,1093873,52730
bc1qdju7mq5n7eh3eyw08e390kwy6pesrkz7yrcuv6,1001292,52531
bc1qglwu07hddn5apamcj5qqv4c7rsd50gv82cdfre,126627,52133
bc1qfhqv77wnaerswazq80kh4jsr0rjjy560fz2jtl,965911,52452
bc1q7rwlzv5q9az7yal2c7f0daweue8h8nmf8kq3ew,1104299,52452
bc1qxffwp58zvzj8amj6a6thhqtwsgjqa3kvhx2mxj,1011108,52583
bc1q9c9vt6ms3jlkgvdfdwjh4z66yaz4c946rj6uqa,1105104,52531
bc1q6d0ualyawe3exh4y3p8468hjz9edxnc8mhmzs2,995842,37458
bc1qgr8ul97f4ru6t7w0ltsr3mvceh5sq6gjtk5hsu,1001355,52439
bc1qwv7p44wxgry24n6gmxl6adcfhh3004dkqzxfvj,1087765,52729
bc1qjjs0n79kg7r6g05f0vpvqdgtmlafj5gr0esrkm,1002994,52531
bc1qsp29nkasqle7jsup0te9t7lx562zs2yrq3nl7x,250000270,38868
bc1qaakfjx8khelq3jqdlhe4awt29ul66q7h5p4fw6,998509,37963
bc1qzf4aggr3pdmzk5807cet68xdxm9c0awgsx2rz5,1119802,52452
bc1qkuz9rt3xn568mf5pkv0eh8u7zu2760r99lzv9g,939296,52452
bc1qqq0qy95afelacw5ysnn4hu4ncsc55pucz5z445,2481,52452
bc1qpq202t2zkam43w9yd297s7quvalptvgqgnxnvx,1101087,52671
bc1q4yctdka8fr808s50k2gwdnvrhmr3vmkzuu6nah,981430,52450
bc1qe5mm9ylrwey5kd6nz5fv33ltvwd0ypfv773vp0,39444680,52799
bc1qmuccppa3a6aherfdxy64ks5jdcmdz5rqqfq5hg,979742,52450
bc1qx8jmfmqvw4hkzghhpcgchdayhdtplnx2kf0jpx,1798799,51666
bc1q9nxt0kf787jevnu7j37ydgjw0k6wwntam9pwce,960681,52452
bc1qvmxyh7pphaayrsjwajsu0wu6ywnluw8s5gnqlr,1087724,52670
bc1qe3ag8v7w8v4hm83eznafjws64n0usuv3vymmr2,999369,52452
bc1qg4c8lnt7tls0p047x0cmf8qln3ues92pr2m7v6,1045298,52602
bc1qfrlsya2ecm0y24wtqyrjht95p3zza93z4z93w0,1042769,52603
bc1qc0f08ud7rztl8rxdy0gtqxry5hvh3ahuqudtjw,1112229,52452
bc1qq9twchgm368gpfmzqkhfhplefkxftgkchn6vtk,1028582795,44402
bc1qhtcztw34jr7ucj6vptxu8pctpu6s90qs0k3c4x,1121577,52732
bc1qy2vsa84s0qqlc462k50nc99rt76rdgxcl8l0km,980893,52450
bc1q6j3jsfefkttt0wkmlz50aylpvtr20wj7dvm3c9,1038268,52587
bc1qz84khepj0xkt5ww7l4q8twgcmkr0hprug4hlv2,1004634,52531
bc1qhvvzmecxvcw58urcfm89rnxs4fjq2xl3su9g3w,1108923,52731
bc1qr729k6mzafujksqpu32f7awvkje5s4dw4u3acj,1003998,52671
bc1q9ww0xl826425l5vlq8e9up0ryqgsqhpq34j8ht,1113699,52732
