address,value_satoshi,last_height
0014fb57d36328117ddf114b918c4fa8428da6941c95,15511195262,5208
0014c09cf4a600846eb3eabe6eed8b6e0d36af853ef6,78943088100,48422
001455ae0d7c92322e899b6f489fcb5c02012084645d,78405312945,34861
0014e76124f4839e1d905b70887ed283228e13c7b317,1381419567,46784
0014900cffa1a80c1375244e65710b38570ee45a665f,1025830026,46784
00148f3d09e9b551ca9cb5c64b81d821feff520dec90,4812607198,46784
001426606dff62c2be04f08ed1695653a5d1519a78d6,1007263266,46784
00142741e3954b42b953944fb01da9f03036dc6536de,8174170044,10420
00148f3c7c8065c52f6adce055fe17d3d78377c98f8a,72889025390,9205
0014adcd8795ba25e131a65b93ddc7ed38a1b6117ae8,46620442838,1490
0014c21464fe25c717d7fc609ca401c0fccf45919365,67862821600,9205
0014d6557858c1c4df4005a2684ba633b4966ebcf85e,34831571670,9205
0014c85246a39727703da0ad28f9b2d26020025b02e2,33557175180,16597
00144d3bcf1f37b9c7659e334b2669870b2b2883984d,25376131848,9205
001440f7eaee14418e43a8adeeda6a9d290d508f2fad,422942194435,12403
0014c32e0f10c4fd9419036b926eea4231e26fbb0995,83837573655,9205
00149433e5c3cfaf535addaa632d43b383fd611e7717,7334326460,16597
00141ccb29de05608350fdfbf403953a27bb93762082,13429026051,16597
001490fe098c3bc1ec60c6e12a6730afd8ea066d07ba,1518894986,44583
00146fa83a3946b70b98c8c19abc52a173242bfb035a,357104487,48422
001483f9814e3d5f261ae9e4dd6d7574fb1dc3520a0d,58729155890,2878
76a914c05b105ff6f27b4dcea4a8ddab63303ea950760b88ac,909007833374,43566
0014f65e2cf3e3ef450cd036d759ce10b30936644da2,78423064715,9205
76a914c4738d0da035bdc829afc1554cc833281647a71c88ac,143500033330,36903
76a91433726d8dbec0162a11d899c37779197070a6555688ac,569496552673,37938
0014b859016eee9a6b976120bbe89951f4950759e152,987017452,46784
0014209f7878a30039beb73b05d688760a4eb9f2f534,625468471752,9318
00142b089c03b0264111b087e1e24ef3a65ef98391c6,141659532,45355
00140d176bbe9cacf8fc9740becf0ceee874752cabba,7580691556,46784
0014eb8c205b132c754b653a91474a3e92b7f7ed21a3,8250288391,35745
00144adcf68a7f922ad929f1829b3eca1ad044df5665,10334986693,35040
00149bb593b23d619b00be8f88588870772ac71e799a,976079577,46784
00145bf0343cef74e9f5afdb7cdb1c44c50463c419d5,984524472,46784
00141058b0f69b8e9c27f181e989c31ea65f5d88c59b,1428869979,46784
76a914f16d793001018899189dc2dd610ff81f446d5f8388ac,48271567907,3779
0014b4a9f036a286cba00da5d1cdb71998aab48e55b1,243264368394,4228
76a91441f9f105d0d0429dfaa714385ea582510a64e81488ac,95851021473,881
0014124503cb371a64c3cdfd08bccfeced680903c0ed,116887863713,3779
76a914ba2bc3574f53f92ee3338e1cdce9f1b145bb346f88ac,261089153730,3779
76a914c68ea8dc3b344faafbe3dff94e3fa4b7e99bc02588ac,146037086616,3779
76a9146c85cbf321d00bcf9086ba302bd01a5af9ea9af388ac,255084807683,12403
0014a9151166d5af8e139ca6c4ccc8b9c170a1682c2e,42021436397,3040
76a91416ebf330136ad5d53963879fd03705648d46e14d88ac,36007230212,273
001459c296dc4639ea5d4535bf6b7fac847b99bdf35e,80750067164,10512
001472587e255006c178424beca4a7874f4ee7547aaa,7090401011,9205
0014cb13aeb7f6460824cc525d907aa5809d86171db5,57509116303,3040
0014c3ae287b0c8d91b287a1b95e133f5622ca6afa1d,114486311363,233
76a914344a0f48ca150ec2b903817660b9b68b13a6702688ac,2039271272,305
00145707bd470c7f0e9bcaf1ec7418a303e551db75da,204920452,45394
001426fb09ed126b7773828b47be4c7676517d3b846a,156033532,45415
0014197d9205f61ad26e7cdcb80f6232cfc38aa0917e,366148936,45576
0014ac235724da744f34e49c8a05784713713e65e448,110525303317,38683
00140dadedd633728ba652042a4ef8fb399f1a9a31c1,57141579188,46399
0014c5e17ff30fd223502399530d2ed6f818d70e63d4,287223754268,40296
76a9148a74ac15bc0aca60c0f0604e7c5b3e647d23f92088ac,31248512003,28493
00149b5982df3ab17e5537356a3c62dfac3efeb1da44,433370075494,9232
76a914faea5c675eab996aa1e9d099d1c42b9bfdb4970b88ac,2611486253285,52731
00149c3603958aec30d91a834e27062df04d43b1cda3,1120741,52792
0014bc4408f4913c9b71ba861132f08fd8ae8804fc0f,13176455131,21035
001427bbdeb030d22512184a303612c85ec1fcc50be1,5488281,778
00140dcf956f3acffa9b24ce095e7698bdff92caf283,259566137499,38683
0014156e934c045dd1214b6a4c4eaa9a16b5dc31f4e3,106179738249,38683
76a91438f1f0a848c2283fbf9c1b5a78848162f68d194488ac,26473970435,52372
0014e61446aca0daa6e59b2c368646ce0e894ae6753e,219713298,46316
76a91421362def4e0059715b90d353a13a481fb4a85bd188ac,30145173272,51931
76a9146d5c7093846627482cf2850093480894f2c7b0f688ac,44482183606,47870
001427370c5eb85f9af0d27adf1380c75da5d4047c04,80052808,330
0014c8603c9f1b6c70fbd5b741426a68c5a9597519e7,2551286762,16830
76a91429c2dffec8a94f91d89d7fdb6fc5cc686ebcea1188ac,4387588182,51330
0014acb344eb006b2331f857bcc882faa36d4ddb414b,53375846102,3779
0014a00aa1cb9619abce6c8f14f2eb82853031bf255b,230826874,46266
76a914b924c35a42284a1d397aca6c454dabd0f1faff5f88ac,1630494415,50769
0014dfa884f2b9241646111c707e8696d4a213882834,599847833,42467
00144e5aa6cc72d8b22d7f02f6e6146f4aa2eaf5960d,30404105,45859
001422d6aa537741360159c79948b646a2d4edcf2529,3497700252,273
76a914c88aa38c3b206f9bc662f3a9c4d36ed3d816191788ac,242501741,12567
00149af7c0c1b48b91f05e0c8ce5a39ac87106367ea0,119950383470,17944
0014822848467877d1e0014669884f3b9f18ce801a38,1116447,52452
001444e5572326624f16b0ceca04c2fdf9b812d103ab,93419749446,17355
76a9141ba5742a6d60e91e6b4322c50c58b3a3326c3b2f88ac,10139191497,440
00149e84d8c8e1603787b386ca6e11bdc3ad260ea04b,979664,52450
76a914394f9d8096510e52b9fadf7997f36e6e6980570b88ac,8415151561,12591
00147726adab4a385fe6b5b1ab84ac54b355155e4ff4,28197506561,12618
76a9141f07efcc482776a6ee71ab29a1a74ebc617fb56e88ac,17009786,45776
0014beb8920bfbbdc213ef98e3ec085c20d2dd25b3d1,1605708209,166
76a9149eb17c63cdb4e431accae58f38499380dfc6714a88ac,5641150414,240
76a91409b0403e626038a603cb4aec7a3e1b2bc6ffafc588ac,5698267410,233
0014fe8b07b4aa4ba36ab3bd19aa17167fc14d138952,192523366306,9318
0014a93902788c32a2d07a8d3d090018e5f9dbb46ef2,1041484,52671
0014b9f1ae07d851fc65f3157373da2b1d62515b6566,1111569,52793
001437524b6396c5f9535b83c092debad59d5cea09ee,89035326,44385
00146975cd6f37bbb38acd18379901fb9b8d74aae083,2814562,46080
00145ce28f2aa5bba16dd968a6d46b09c9ebfc894b0c,8184199,48054
00142601c501a19016fd3ca590ad294505b612be0536,83083113215,21581
00146179ee695037f1bcff6f113805bc1f3dbe571c6b,2490460,12595
00142eeda35e99562050bc902140ce00dd95579a5a2c,31834133299,32823
0014edcf9c1f1f84041d5faa916235dce38ba2f877ab,1042564,52603
0014118ec27de70e19bf87f0373ffa1a9e2cbd076523,250000000,10824
00146200787e77ec6516be69b44ef7ea8e07e9d76806,61726032,23382
0014c65b7841d8b53027f9fa4a0ea744353c7b53c3a4,1001713,52452
001428ee4816b9f03ddf5544563fdd0022475e72bf2d,1110594,52731
0014ea3b1d5cc9cdbc913f45a4524b5af3afca39c81a,1808303,27250
0014b876ac035eb778b2e43b1966f11ead98c5656722,1093684,52730
00141a5ed2a1b022cb76c17d0ce62de3a39a4fb4dd83,1107332,52731
76a91484fbebbc1c9c7d890b2b5a917fa11adf31b7e00f88ac,3473567710,889
0014a3777c2da1131a95cc6c1accacbd6a747857959c,1111155,52731
0014a3d954d5bfb041fdaf505918947c830c3afd1f1a,10894,17027
001459ed41384454420d33c92dd1ea9d42531b76dbb9,1004748,52532
0014ce4ee04a87a563e359e0bb6dcb86abe28ceb99cd,1094726,52671
00147bb40e4a3ea0b64ff8d38d89da7cb9a6a7b90509,1007131,52532
0014bc481fb1e3e8dab20460157c70e7c860aac21c87,59731523,44385
001488ffa0f6f207e8652c0837893db2bb4c2c46aa45,1005187,52531
76a91404360abb4f4b4d5007b706c53ecf3bf612ddb0f488ac,6656889063,47963
76a91479af28f5c54673435627d18ad85fa3cd2cbcc0c588ac,2322940367254,21653
0014cafe11b1a61de7c334ec6e4370fe83c6fed54b76,3783641,36368
00143cad4d324e9593d3a3c7a36231cc44372de47ab0,1088348,52729
0014fd312bf047caeb08fcef915e4b2b5e4b276e62dd,1098592,52730
0014f698adb35c20a118fb4c03d014b54b9f76c6de7d,980431,52450
00145b675c610d7ca8b4f5528983241a04dab47c690b,40033823,23366
001491ea688b48d5487a9061a875aae20287e0019849,1121617,52792
001457edec7aed6e64d080fcc357e63044aab5cf594f,1037323,52586
0014821ddd07280813a37ec3faf4759939996442766b,1075297,23382
001422e4fa0717956d244c4ffd55cd3560964ed69c0c,1001033,52531
001494f183a8579c0617f6b69ea7c4590b701c2eb03a,957406,52452
0014df4ebff65884186caa5806ac7f3c76c79a0c310d,27987373,45859
0014b6abfe032681ccf8d271bb3d0cae798d49b0efa1,1054079,52603
0014a93ecc03c89e28c410df5ed8f0b4094670b1fb01,1821330,13021
00148ea40155aed38cfaa827fb49e3331cf81df25412,1001002,52531
76a91437eacf083ea2bf6b55b01ecf6291bcbd6d5aaec888ac,3773760325,240
001447e57b9d4b22b937418f594820aef6d7604105d7,311839773,269
0014b69d3dcd36da30814f313325a4997bcbdfcbd420,999637,52531
00145effe753d44578c1aafefb76b9709ffc199986de,1709014,51614
00143511d852121dd731eaf1dd131175def12c336cf2,36226899,52560
0014b4479e523ede98387179e6b3ad2f6c3e0d5f2379,1113177,52452
0014a7c06509c752c3278e6d4a6429b782613da304d0,1196771,29138
001468072cb34f878780243b67f3a8b4b41a1417f8b9,981217,52450
00144b2bf6e906790092ad0e969a57a9a2ed6e71363b,1727566,12931
0014aec7c9101d42b904500d1caa0caf76af3e6ecb6b,1081723,52729
00142744104ba488468ebf1b14cc1b2fad93f1af8254,969179,52452
0014bff5752a9ae11360727d2c1f93b0d15dcb736a8c,1100514,52730
0014eb011f982d9ad5a8c0d82c590958acca13f43eea,965959,52452
0014c06f0aae2bdcdb9cd992cd7a2641bcec6fb067cb,1121543,52732
0014d0b79e2e402799561831cb8ce804bbcd38bbf9f1,1101157,52730
0014a914f75c34a3cba4f1be8129da8e4943110dd461,1040953,52587
00147aa73eea2e886762258e88bfe78611f4ee8abf22,2077289625,48467
0014fcbf04f376e3751d59026cf2a0286cfee53b6e3f,2172136,13021
00145e7f7714d9a632c07f35db179a1c6d42550dc0e5,1089311,52670
00141ce0356cd2b04edf92f3a743af12d0f969250fa4,1001092,52531
0014e5007a8d0c8eb6fa218d846662e2e55bdacab4fe,4983853,46078
00146b4c05e6194a3d8abcb66f4d5b8c7272814f9a95,957549,52452
00142e3891727a755b984851b2d8794f83b2dd392011,7754475,12845
001404f92a1efd79549fc2eb51b4d9600dcfb21b887c,1120919,52792
001469b54282b512c5a89804ec13011e057aff446e6e,19937835,51693
00142933c07a5dc0978f6c5d9f92e10a430c2222e029,1102192,52671
0014849c9de4ad8fbf5145191c2b6d67b2e5c0d86d72,16625871388,51482
76a9140c9d22ea511cfe1430cfc7f08e92e6d09c61233c88ac,95779760096,51482
0014267e4e27d8347ace9a1c0e8bc09c98d53079a294,3374172617,46923
001452ac0849b44390231c8d67f360cd697dd43ca0c6,984777,52452
0014d5df71f9a8c279f7c9ece60b3d304b7106b56265,1113633,52452
00140d3f5e9b9b3a92397c86fb4c6082b35bd5e00c44,999152,52531
0014ffb08717dc35c1367c89537a1e6084d719c54e59,2343605,48054
0014007dba62e6fb817d2d56c448cf064fcd4a0495b1,1104502,52671
0014411e3a080c31071e07cd23f276eb8a2162c498e8,2354248,13021
00146d38d54b6bae9981d940c18d12f8946a77f9d5e2,1113875,52732
001478a74a95f70ec29acae625468bdbccee8120b018,1090544,52729
76a914d28487530102ac98fe70d72235c0e7104671971188ac,11250000,47453
0014bb731ec88926de0d388e38021b0d86b2a0252132,1121557,52732
0014a43f65610d17d9efe4dcb443d5c15aa82ea0350a,1041254,52671
0014f8c7ce3c921f5290c2addf7cddd08d5cd5491ecb,1075423,52729
0014bcdca54427708440112577deabbf2b71d28c2f19,965163,52452
0014fde10815d634a1925c333c59d0aa4b1d0d69247f,1000312,52531
001416b966bcda60c9552ddaebc36219d0ab34382cfd,1077348,52452
0014f377a6e303fa3ef1168602683af0128f94e0851b,1002004,52531
001405363f5c5aec9651401c41622d4146e28562d21d,1118723,52792
00140e5dd2a9ce3794121b5daaf317177b08339d8c05,1087859,52729
001419f3cb428165028f0e7dfc9b6578d067ba27ccd7,1113719,52732
00147326bda3435459a48fde7df38e228645a4534620,1121545,52732
00142b7576974e9daaef3651d6f8eaffde54bee09f20,1111378,52732
76a9144a433b2c2ecea971289361c2d49f80597d83ce6a88ac,600000000000,47554
00145ec2816559404fe7f06a7ddde6579eca35b18370,77914320,47554
0014d46960d80a905a6fed59897322ced1650eb0a781,1108130,52731
00140600e178dc4e24384d57e8e9dd633b16ca9009c3,1034556,52585
00142d53593557370750805f459fded486f34e9339b4,1105420,52792
00145e34ede916421db96cbb971f0b0407de2ca9229a,1284156,52778
00144e7543b7a6ef59683d0653a2e73a01e88c8b5920,1006933,52671
0014b62a1172f3d1f1ae7eafef963df9f7415fb7aeb3,1103119,29138
0014652bbb048d2b51abe58e199e7f0e1a52060b3f5c,984067,52452
0014e5b89596b1cb12564d72b1363f3f57060dba4ab6,1087740,52670
00140eaa3028f1c7763ea7288849aa7bfe8150cf92d8,1001032,52452
0014e2f682ace911f2a3bd3556c1f217cfea9b1f8b35,1121662,52732
001464bc37bd671204457d582a1e69d205e61bee5642,1025505,52585
001454dcf3abf256ebfa0b8a498afb2fbe5a0ac28a10,1117537,52452
0014a84063b7b03c5fd64f5cb3aa15c96050d5194f4e,964594,52452
00144bf4a8c58ebcf6dd332b85ef4392472312bbe0da,500812271,1153
001472c8661002678c548363fa5f9650b82e5177e160,1052430,52671
00147318514755f6a3d2a38fb52ab29f250c081fff62,3500000000,10612
0014be464911a9ee9e36b1a3533f9bc771d22e1329f8,980666,52450
001452fa871ca38abcafadd06f371272c71194176c1d,1277,10233
0014b38907010247f37495f71aaaf5b5e4504768d2ca,1073176,23387
00141510429ccd4eb6b36c26aa7c3a3b9373fd9b5746,1119757,52792
0014fbf48542f25b9c9ca066500fea46d82bb49afafa,980401,52450
001421101b6008c0826374f596e6fc6a59e2521c5d99,1101128,52671
0014b8534f89fd29d5e7764e7d28dd73b737fb85e4bb,1021178,52671
001420c7e98bdfec514d683ce7c233f4dffe78f5fcb5,1040068,52586
00146886a22487c726a6786f2d4e6849f434dd8f77ed,155707976,1542
0014a62b7e9c90e97ca04f750ac4b95f933735a16055,835271,52452
0014c0175ce2c5c79210d6e41a4cef1501a5e089a845,1024560,52585
00145329fae196a0e632b6696acdeef6fc42d06d9541,1409131,17355
001449aa2180c91d45e4afe89a7c4e2ebaf805a349a9,1082953,52670
001460ac8b8df5f3cf0565b70307e77b6a752d4e4957,967776,52452
001497f7bba68804970f712967e250ae67af734d798d,1010679,52583
0014eae471a11cc2cac4b9c8b2b37f9712c50dd5ccec,17813440108,51492
00143fd448ba07a28c3194b50f8244e4e0244df3e068,1087670,52729
0014a179b185dbf4361ff57a23dad6e5e3e69ebfcbec,1075357,52603
001417bcb2b1909d92d5c489c72f6c1fbd2519b87813,1107484,52731
001436153a449d8e115465f593dd7f39b116bcfe11ba,1114552,52732
001477e5f69df0a248f00b05fe13f5825d484bbfd45e,13962757,27205
00148059f8336e507779ee7cb061126512c9bdd934c7,980570,52450
001467154f273410270d98a86f4bec3d60b220b9a216,1004266,52532
00146f85a7f35133dd195a2fbf932aaf14079dc8899f,1098091,52730
00143a16e656efef37516cdcf276f67cb384811fc498,1098718,52670
0014296e3b919a098b7dc245a4a2519f44c4358bb21b,999794,52531
001433a5a50b82f01ff68204cb44cbd8771b993e877a,1093873,52730
00146cb9ed8293f66f1c91cf3e6257d9c4d07301d85e,1001292,52531
001447ddc7faed6ce9d0f778950006571e1c1b47a187,126627,52133
00144dc0cf79d3ee470774403bed7aca0378e522534f,965911,52452
0014f0ddf132802f45e277eac792f6f5d9e64f73cf69,1104299,52452
00143252e0d0e260a47eee5aee977b816e82240ec6cc,1011108,52583
00142e0ac5eb708cbf6431a96ba57a8b5a27455c16ba,1105104,52531
0014d35fcefc9d7663935ea4884f5d1ef21172d34f07,995842,37458
001440cfcf97c9a8f9a5f9cffae038ed98cde9006912,1001355,52439
0014733c1ad5c640c8aacf48d9bfaeb709bde2f7d5b6,1087765,52729
001494a0f9f8b64787a43e897b02c0350bdffa995103,1002994,52531
0014805459dbb007f3e943817af255fbe6a694282883,250000270,38868
0014ef6c9918f6be7e08c80dfdf35eb96a2f3fad03d7,998509,37963
0014126bd420710b762b50eff632bd1ccd36cb87f5c8,1119802,52452
0014b70451ae269d347da681b31f9b9f9e1715ed3c65,939296,52452
0014001e02169d4e7fdc3a8484e75bf2b3c4314a0798,2481,52452
00140814f52d42b77758b8a46a8be8781c677e15b100,1101087,52671
0014a930b6dba748cef3c28fb290e6cd83bec7166ec2,981430,52450
0014cd37b293e376494b37531512c8c7eb639af2052c,39444680,52799
0014df318087b1eebb7c8d2d31355b42926e36d15060,979742,52450
001431e5b4ec0c756f6122f70e118bb7a4bb561fccca,1798799,51666
00142cccb7d93e3fa5964f9e947c46a24e7db4e74d7d,960681,52452
001466cc4bf821bf7a41c24eeca1c7bb9a23a7fe38f0,1087724,52670
0014cc7a83b3ce3b2b7d9e3914fa993a1aacdfc87191,999369,52452
001445707fcd7e5fe0f0bebe33f1b49c1f9c79981541,1045298,52602
001448ff027559c6de4555cb01072bacb40c442e9622,1042769,52603
0014c3d2f3f1be1897f38ccd23d0b01864a5d978f6fc,1112229,52452
00140156ec5d1b8e8e80a76205ae9b87f94d8c95a2d8,1028582795,44402
0014baf025ba3590fdcc4b4c0acdc3870b0f3502bc10,1121577,52732
001422990e9eb07801fc574ab51f3c14a35fb436a0d8,980893,52450
0014d4a3282729b2d6b7badbf8a8fe93e162c6a7ba5e,1038268,52587
001411eb6be43279acba39defd4075b918dd86fb847c,1004634,52531
0014bb182de706661d43f0784ece51ccd0aa64051bf1,1108923,52731
00141f945b6b62ea792b4001e4549f75ccb4b34855ae,1003998,52671
00142b9cf37cead5554fd19f01f25e05e32011005c20,1113699,52732
0014a2800f0439c2bc7d4a2030a6850d35d84b8a4387,1098005,52671
00144fc4031801389216dda799c6ba9b702046484e6d,1108963,52731
0014dedeae9418646846637028e8037dd1c18fcbd6ad,1115648,52452
0014a78d7667e6d8d824629a25979fd11772f8d8d4be,1078966,52729
00148775365f7b5f58ed5dac6e0c2f7b6f34ec74ab95,1101660,52730
00145aee4c49a4c4eee2e7db848df9a572267c46acd0,1006991,52584
00145e4dbd46ed73b734efef5a45edd45c9ef9cdcb28,1112363,52452
001409a677a8bef5f9eca6a382d740774be015dd906c,3283292,45838
00141ffb0cc63d1754d6504122806fd0b61531b67a60,964956,52452
00141f13592b62e56ed95511ad85cebc5c32847a63df,1109724,52731
0014fd4c114a45f8c8dfcd15b41f3773eda6eef97cd7,1113794,17545
0014b411154c9ef9b156e7f8f02a144e096775eac686,33189961,12789
00144fa6f6fc3e64080601c48ac1a1626736186da47f,500000000,2
0014146ee6aa9ba467af85d4720a76d75a80bafbd208,1081712,52729
001478cf59b935a65d992e192eb8def8cf040de3adde,1097072,52671
0014aec79602ca86515b3f45efc9d95f7d9e1c7a1540,1103497,52671
0014d1568441190433c31f314eda9b90797d99a94d26,1007423,52583
0014bdac1ebe8fee7054fab8235cb18c896921f05911,1075476,52729
0014438e0bc2350f595dba1253567f014a7eb1cfff77,999332,52531
0014472cfa35fef12c786a0a620984560efe9c1d2aa1,1052430,52603
00145be1b4c40513f7bbcab1a9000999f4abe5a13d19,960709,52452
0014e583c48f83e662e091d53344dd1c7b954ce72a8f,1103032,52793
0014848a92d444496253c9b9e95c1ea55831795d0b26,1101048,52730
0014a929518f65fd513ea8d1e7fb60f40fffec266b55,1001742,52452
00148a209d9d36553911ed83320e9325f6742e99cbff,1075376,52698
00147b686525452c4c66a5665f2ff6bc6b78460169af,1114588,52732
0014e580935a668ac8571dba2f827ea4dc671de31830,1082333,52729
00146d6f7f402e39103f00c9ffe0429ee1a947b522b3,1075486,52643
001417098b9104185d6f9198d03a4b8a1475250e6c43,932942,46111
001443f0bf4a2e15481e0bf537369953d2ebfe0c6af6,1111578,52732
0014a2729a7300ac0b7076e534aa88ba5f5196eda46a,1108514,52731
0014608ecc4020b39efc9401498ba8801eb6cbb257ba,1084582,52729
0014637f552aaefb3d449ba76cc07aa3b58f15ba20a1,1019883,52584
00142f83f6964ca0d66463df4c38cc5c073a0948cb66,3811,52452
76a914c1c37c84332ac6d736c72274650154bad7be4c3688ac,10481100682,51792
0014f4e171f819d95e826ff54b0c763c64c1a6111656,1005841,52532
0014a38cde3cf4a58f167f75c4b71ce8210a2cee27cc,1006441,52671
001450b0f4442013ab59ef654366bcc066e6951ee47c,7599990,5622
0014b157b643d1640a4c54c34098376c09168c3da9e8,10150000000,5633
001416d5eca2fe85b7a8ca67c85c513e0909f7d560b9,1103920,52731
0014bc38cfec00a0092253fbd4e20a3cf55b4438b61c,606447,48030
0014b2e94ee7693d2a64542a03685832c0857d4904b6,1115390,52452
00142d089b6a0b5610e178deaa9ef5f8b40ffc291be9,1027586,46049
0014760c730b45b6bc79f038c5c55a7e78aabc3098dd,1105979,52731
001473301b1b70938e557d11b2e51f339099c5ebcc35,1006208,52531
0014c0a6cd67fafe7169e6eb537a559224ac11867042,1040093,52587
001459f0bc2c06fc300ff3489258039fca178f4020ae,1109200,52731
001469ea28020d5c218c3cfa7809171736e8bb4d5ca8,1048070,52671
00143ee35a5d222d9b189e4b401aa2d3c17723cce742,1113419,52452
0014ecf73e18290e7a05c4f7500b627016ed412b70d6,1087627,52670
00141f5e639241645ae34b2a97c2f3d3d407b4fc44da,1109459,52731
0014b8524dcbcdf03ade6693afeeec6513123643ca63,1080097,52729
0014fb4cada279f510c0362b21db0f1f867f20d8a354,1078417,52729
0014b30281726b06e1f24387f6b528450d301f6fafb6,980184,52450
0014257e5327694d2e61ad8024cb9fd414ecd6fbdb11,1109561,52531
00146edfae4904f14ffe6a89767734d8b916f75466a7,958604,52452
00143a20ace9197edefb33d9f28b9d631df871198640,979626,52450
0014c6b55c3cb03bb0c607ef81521db9918e3da4b308,1104304,52531
00144f43d41fe747f097919bb43e173abcef78d8c327,1113527,52731
0014b189281a85ec5614002cd968865d049a6aaf7737,1096041,52730
001497277c60f3b7b4d50c04479c1f2d00541d997d77,1121084,52732
001456285249a29562231ecd65f0860f9f6076284ab6,957051,52452
001409357749446dfc9d015b3bd28b7f2f62b9dc5a95,1113904,52732
00142646a261a990b33ba74af313443b674352786971,1084750,52729
